Vendor,PO Number,PO Type,Ship Date,Newness Flag,Vendor Confirmed Ship Date,Comments
Kvist Industries,PO9433141,Stock,7/6/2022,,,
Kvist Industries,PO9444667,Stock,8/5/2022,,,
Kvist Industries,PO9438372,Contract,8/12/2022,,,
Kvist Industries,PO9444666,Stock,8/12/2022,,,
Kvist Industries,PO9450404,Contract,8/12/2022,,,
Kvist Industries,PO9450405,Contract,8/12/2022,,,
Kvist Industries,PO9453400,Contract,8/12/2022,,,
Kvist Industries,PO9453486,Stock,8/12/2022,,,
Kvist Industries,PO9435022,Contract,8/19/2022,,,
Kvist Industries,PO9444689,Stock,8/19/2022,,,
Kvist Industries,PO9444691,Stock,8/19/2022,,,
Kvist Industries,PO9444669,Stock,8/19/2022,,,
Kvist Industries,PO9448942,Stock,8/19/2022,,,
Kvist Industries,PO9452042,Stock,8/19/2022,,,
Kvist Industries,PO9452045,Stock,8/19/2022,,,
Kvist Industries,PO9453487,Stock,8/19/2022,,,
Kvist Industries,PO9454372,Stock,8/19/2022,,,
Kvist Industries,PO9455339,Contract,8/19/2022,,,
Kvist Industries,PO9455937,Stock,8/19/2022,,,
Kvist Industries,PO9457019,Stock,8/22/2022,,,
Kvist Industries,PO9455938,Stock,8/25/2022,,,
Kvist Industries,PO9444668,Stock,8/26/2022,,,
Kvist Industries,PO9447903,Contract,8/26/2022,,,
Kvist Industries,PO9447904,Contract,8/26/2022,,,
Kvist Industries,PO9447909,Contract,8/26/2022,,,
Kvist Industries,PO9447910,Contract,8/26/2022,,,
Kvist Industries,PO9448321,Contract,8/26/2022,,,
Kvist Industries,PO9444673,Stock,9/2/2022,,,
Kvist Industries,PO9445675,Stock,9/2/2022,,,
Kvist Industries,PO9450599,Stock,9/2/2022,,,
Kvist Industries,PO9452352,Stock,9/2/2022,,,
Kvist Industries,PO9459393,Stock,9/2/2022,,,
Kvist Industries,PO9461186,Stock,9/5/2022,,,
Kvist Industries,PO9445091,Contract,9/9/2022,,,
Kvist Industries,PO9452043,Stock,9/9/2022,,,
Kvist Industries,PO9452455,Contract,9/9/2022,,,
Kvist Industries,PO9458230,Stock,9/9/2022,,,
Kvist Industries,PO9458414,Stock,9/9/2022,,,
Kvist Industries,PO9459005,Contract,9/9/2022,,,
Kvist Industries,PO9459394,Stock,9/9/2022,,,
Kvist Industries,PO9460587,Stock,9/9/2022,,,
Kvist Industries,PO9460588,Stock,9/9/2022,,,
Kvist Industries,PO9462068,Stock,9/9/2022,,,
Kvist Industries,PO9452044,Stock,9/12/2022,,,
Kvist Industries,PO9462067,Stock,9/15/2022,,,
Kvist Industries,PO9463623,Stock,9/15/2022,,,
Kvist Industries,PO9448943,Stock,9/16/2022,,,
Kvist Industries,PO9450598,Stock,9/16/2022,,,
Kvist Industries,PO9451281,Stock,9/16/2022,,,
Kvist Industries,PO9457020,Stock,9/16/2022,,,
Kvist Industries,PO9461082,Stock,9/16/2022,,,
Kvist Industries,PO9461187,Stock,9/16/2022,,,
Kvist Industries,PO9462745,Stock,9/16/2022,,,
Kvist Industries,PO9464376,Stock,9/19/2022,,,
Kvist Industries,PO9465018,Stock,9/21/2022,,,
Kvist Industries,PO9454373,Stock,9/22/2022,,,
Kvist Industries,PO9463624,Stock,9/22/2022,,,
Kvist Industries,PO9444675,Stock,9/23/2022,,,
Kvist Industries,PO9445673,Stock,9/23/2022,,,
Kvist Industries,PO9452354,Stock,9/23/2022,,,
Kvist Industries,PO9458231,Stock,9/23/2022,,,
Kvist Industries,PO9458384,Stock,9/23/2022,,,
Kvist Industries,PO9461080,Stock,9/23/2022,,,
Kvist Industries,PO9462069,Stock,9/23/2022,,,
Kvist Industries,PO9462746,Stock,9/23/2022,,,
Kvist Industries,PO9464377,Stock,9/26/2022,,,
Kvist Industries,PO9444674,Stock,9/30/2022,,,
Kvist Industries,PO9452093,Stock,9/30/2022,,,
Kvist Industries,PO9458415,Stock,9/30/2022,,,
Kvist Industries,PO9464523,Contract,9/30/2022,,,
Kvist Industries,PO9465400,Stock,9/30/2022,,,
Kvist Industries,PO9466466,Stock,9/30/2022,,,
Kvist Industries,PO9466502,Stock,9/30/2022,,,
Lambert ET Fils USA Corp,PO9458452,Stock,9/15/2022,,,
Lambert ET Fils USA Corp,PO9460201,Stock,9/19/2022,,,
Lambert ET Fils USA Corp,PO9459048,Stock,9/21/2022,,,
Lambert ET Fils USA Corp,PO9462397,Stock,9/29/2022,,,
LAPALMA,PO9430264,Contract,6/15/2022,,,
LAPALMA,PO9444905,Contract,7/22/2022,,,
LAPALMA,PO9432579,Stock,8/3/2022,,,
LAPALMA,PO9453563,Stock,8/8/2022,,,
LAPALMA,PO9444905,Contract,9/15/2022,,,
LAPALMA,PO9466215,Contract,9/23/2022,,,
LAPALMA,PO9453592,Contract,9/30/2022,,,
"Lasvit, Inc.",PO9439124,Stock,9/9/2022,,,
"Lasvit, Inc.",PO9461030,Stock,9/9/2022,,,
"Lasvit, Inc.",PO9451048,Stock,9/27/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9412615,Stock,5/27/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9418438,Stock,7/20/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391735,Stock,8/22/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9375325,Stock,8/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,8/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9439368,Stock,8/26/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9444750,Stock,8/26/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9371294,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9384436,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387579,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391735,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9400245,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413804,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9422033,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9423300,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424158,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458235,Stock,9/2/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415689,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9422033,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424160,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425242,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9426125,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437191,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441372,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9442063,Stock,9/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415689,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415694,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9423299,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424160,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437191,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437258,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441099,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9442063,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9463626,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9465649,Stock,9/9/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9370949,Stock,9/15/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413804,Stock,9/15/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437258,Stock,9/15/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9464381,Stock,9/15/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455940,Stock,9/21/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9378044,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397681,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417764,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9422034,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424159,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458234,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458235,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9467311,Stock,9/23/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9371292,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9378044,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395823,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397684,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9423300,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9468139,Stock,9/30/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9469974,Stock,10/3/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397686,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397687,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437256,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441373,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450119,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9465025,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9469973,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9471263,Stock,10/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9371294,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9384436,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387579,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437257,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450121,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450122,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9453492,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455942,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458237,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458385,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9462074,Stock,10/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455940,Stock,10/19/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441371,Stock,10/21/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9471264,Stock,10/21/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455942,Stock,10/27/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441374,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450120,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9454382,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455953,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9466556,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9467313,Stock,10/28/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9468141,Stock,10/31/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450123,Stock,11/4/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9454376,Stock,11/4/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9460590,Stock,11/4/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9462748,Stock,11/4/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9465024,Stock,11/4/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9469976,Stock,11/7/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9471265,Stock,11/10/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458386,Stock,11/11/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9461191,Stock,11/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9468142,Stock,11/14/2022,Newness,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9350325,Contract,2/11/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9363772,Stock,3/30/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9369033,Stock,5/18/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9380838,Stock,5/18/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9396382,Contract,5/18/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9369032,Stock,5/25/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9373466,Stock,5/25/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397673,Stock,5/25/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9404210,Stock,6/8/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9406163,Stock,6/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9443114,Stock,7/1/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9412616,Stock,7/10/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397672,Stock,7/20/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9418438,Stock,7/20/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9432447,Contract,7/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9432447,Contract,7/29/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9373185,Contract,8/12/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425239,Stock,8/12/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9439366,Stock,8/12/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9446028,Contract,8/12/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9375325,Stock,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395824,Stock,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9438446,Stock,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441097,Stock,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9445678,Stock,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9446963,Contract,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9446966,Contract,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9447896,Contract,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9447901,Contract,8/19/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9384436,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387580,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391737,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417485,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9433142,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437189,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9442062,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9445678,Stock,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9447721,Contract,8/22/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387580,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391737,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395824,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415694,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417485,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425243,Stock,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9446955,Contract,8/23/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,8/24/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9385605,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387580,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391737,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395823,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395824,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415693,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417484,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417485,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425243,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9441097,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9445681,Stock,8/26/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395824,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9407501,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413806,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415694,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425243,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437189,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437190,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9447775,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9448763,Contract,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9450118,Stock,8/31/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9363773,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9375325,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9384436,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387580,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9388350,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391737,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395824,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9397943,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9403389,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9404297,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413806,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9419052,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9419224,Contract,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425243,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437189,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9447775,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9453852,Contract,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9456824,Contract,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9457021,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9457022,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9458236,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9460589,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9461083,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9461189,Stock,9/2/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437191,Stock,9/5/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9442063,Stock,9/5/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413805,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415690,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417480,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424160,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425242,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9426125,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9437191,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9442063,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455939,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9455941,Stock,9/7/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9364085,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9365526,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9373468,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9375325,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9378044,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9384436,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9387579,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9388350,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391733,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391735,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9391738,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9394812,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9394814,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395822,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9395823,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9399340,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9400245,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9404297,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9405730,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9405733,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9406164,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9408852,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9410462,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9413804,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415685,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415688,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415689,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9415694,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9417484,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9419052,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9420706,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9423299,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9424160,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425242,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9425243,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9426124,Stock,9/9/2022,,,
"Leggett & Platt Residencial, S. de R.L. de C.V.",PO9427226,Stock,9/9/2022,,,
